CUSTOMER ID,LINK TO LMS,LAST APPROVED AMOUNT,Max of dpd,Max of emi_paid,CIBIL SCORE,ACTIVE LOANS,OFFER TAKEN,CARD ASSIGNED,CARD REGISTERED,Last nbfc,BANK,NACH REGISTRATION STATUS,PAYBACK POINT,VENDOR CODE,Max of service_issue,Max of system_resolvedticket,OPEN TICKET,RESOLVED TICKET,REOPEN TICKET,OVERDUE TICKET,CLOSED TICKET
64907,https://lms.stasheasy.com/lead/customerInfo/64907/709971,38441,1,6,762,0,2,Y,Y,Akara Capital Advisors Private Limited,"KKB-Kotak Mahindra / Ing Vysya Bank, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,3
65234,https://lms.stasheasy.com/lead/customerInfo/65234/130612,9342,3,9,685,0,1,Y,Y,Akara Capital Advisors Private Limited,HDFC Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,1
65681,https://lms.stasheasy.com/lead/customerInfo/65681/710099,13978,3,22,668,0,2,Y,Y,Akara Capital Advisors Private Limited,State Bank of India,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,2
66390,https://lms.stasheasy.com/lead/customerInfo/66390/556606,89632,3,12,637,0,1,Y,Y,Akara Capital Advisors Private Limited,HDFC Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,3
68196,https://lms.stasheasy.com/lead/customerInfo/68196/262160,15500,5,9,697,0,0,Y,Y,Stashfin DMI EMI Escrow Account,YES BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,0
68224,https://lms.stasheasy.com/lead/customerInfo/68224/612424,24086,3,37,669,1,1,Y,Y,"Akara Capital Advisors Private Limited,EQX ANALYTICS PRIVATE LIMITED","ICI-ICICI Bank,ICICI Bank",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,3
68378,https://lms.stasheasy.com/lead/customerInfo/68378/698918,20968,1,37,718,0,2,Y,Y,Akara Capital Advisors Private Limited,"IDBI, India",ACCEPTED,0,"DCB,M2P FEDERAL",0,1,0,3,0,0,42
68916,https://lms.stasheasy.com/lead/customerInfo/68916/705979,34963,3,13,673,1,1,Y,N,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited,AKARASTASH","ICI-ICICI Bank,ICICI Bank",ACCEPTED,0,DCB,0,0,0,0,0,0,0
70531,https://lms.stasheasy.com/lead/customerInfo/70531/562550,30789,5,6,725,0,2,Y,N,Akara Capital Advisors Private Limited,AND-ANDHRA BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,0
72406,https://lms.stasheasy.com/lead/customerInfo/72406/364308,132912,8,34,574,0,1,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited,EQX ANALYTICS PRIVATE LIMITED,Stashfin DMI EMI Escrow Account","HDFC BANK,ICI-ICICI Bank,ICIC,ICICI Bank",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,1,0,0,7
72940,https://lms.stasheasy.com/lead/customerInfo/72940/514041,12718,1,6,728,0,2,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank Ltd,ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,1
73451,https://lms.stasheasy.com/lead/customerInfo/73451/187112,18500,2,27,777,0,0,Y,Y,Akara Capital Advisors Private Limited,Canara Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,2
73578,https://lms.stasheasy.com/lead/customerInfo/73578/698701,97849,2,32,734,0,1,Y,Y,Akara Capital Advisors Private Limited,HDFC Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,1,0,0,3
73873,https://lms.stasheasy.com/lead/customerInfo/73873/384308,300000,1,32,603,1,3,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","HDF-HDFC Bank,HDF-HDFC Bank, India,HDFC BANK",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
74574,https://lms.stasheasy.com/lead/customerInfo/74574/703710,60000,8,21,664,1,1,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","COR-Corporation Bank,CORPORATION BANK",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,2
75237,https://lms.stasheasy.com/lead/customerInfo/75237/504118,300000,0,72,729,0,1,Y,N,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","HDF-HDFC Bank,HDFC BANK,HDFC Bank Ltd",ACCEPTED,0,DCB,0,0,0,0,0,0,4
75667,https://lms.stasheasy.com/lead/customerInfo/75667/145302,45000,2,9,631,0,0,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,1
76139,https://lms.stasheasy.com/lead/customerInfo/76139/288806,29815,3,17,734,0,1,Y,Y,Akara Capital Advisors Private Limited,Canara Bank,ACCEPTED,0,DCB,0,0,0,2,0,0,5
76283,https://lms.stasheasy.com/lead/customerInfo/76283/364874,67822,9,15,636,1,0,Y,Y,"Akara Capital Advisors Private Limited,EQX ANALYTICS PRIVATE LIMITED","YES BANK,YES-Yes Bank",ACCEPTED,0,DCB,0,0,0,0,0,0,1
76317,https://lms.stasheasy.com/lead/customerInfo/76317/556595,20526,8,24,679,0,1,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","PUN-Punjab National Bank,PUNJAB NATIONAL BANK",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,6
76332,https://lms.stasheasy.com/lead/customerInfo/76332/378375,23916,1,21,544,0,1,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,2,0,0,21
76442,https://lms.stasheasy.com/lead/customerInfo/76442/688632,17473,1,10,741,1,1,Y,N,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","PUN-Punjab National Bank,PUNJAB NATIONAL BANK",ACCEPTED,0,DCB,0,0,0,0,0,0,4
76735,https://lms.stasheasy.com/lead/customerInfo/76735/556811,20526,2,11,632,1,2,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,9
77564,https://lms.stasheasy.com/lead/customerInfo/77564/299562,30000,9,18,742,0,0,Y,Y,Stashfin DMI EMI Escrow Account,YES BANK,ACCEPTED,0,DCB,0,0,0,1,0,0,1
77890,https://lms.stasheasy.com/lead/customerInfo/77890/101908,25961,5,6,1,0,0,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
78019,https://lms.stasheasy.com/lead/customerInfo/78019/291782,11739,2,7,694,0,1,Y,N,Akara Capital Advisors Private Limited,KOTAK MAHINDRA BANK,CANCELLED,0,DCB,0,0,0,0,0,0,0
78486,https://lms.stasheasy.com/lead/customerInfo/78486/293836,300000,2,21,684,1,0,Y,Y,Akara Capital Advisors Private Limited,DENA BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,0
80572,https://lms.stasheasy.com/lead/customerInfo/80572/806351,9500,0,49,726,9,0,Y,Y,EQX ANALYTICS PRIVATE LIMITED,HDF-HDFC Bank,ACCEPTED,0,"DCB,M2P FEDERAL",0,1,0,0,0,0,32
80928,https://lms.stasheasy.com/lead/customerInfo/80928/148346,15000,3,12,694,0,0,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
80931,https://lms.stasheasy.com/lead/customerInfo/80931/814324,15866,1,18,677,0,1,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","HDF-HDFC Bank,HDFC Bank",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,9
81104,https://lms.stasheasy.com/lead/customerInfo/81104/709732,14328,1,6,708,0,1,Y,Y,Akara Capital Advisors Private Limited,JAK-J&K Bank,ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,13
81253,https://lms.stasheasy.com/lead/customerInfo/81253/525800,172360,3,18,715,1,1,Y,N,"Akara Capital Advisors Private Limited,DMISTASH,Stashfin DMI EMI Escrow Account",BANK OF BARODA,ACCEPTED,0,DCB,0,0,0,0,0,0,6
82200,https://lms.stasheasy.com/lead/customerInfo/82200/261050,11500,9,12,733,0,0,Y,Y,Akara Capital Advisors Private Limited,INDUSIND BANK,ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,0
82222,https://lms.stasheasy.com/lead/customerInfo/82222/249085,500,2,39,694,0,0,Y,Y,Akara Capital Advisors Private Limited,INDUSIND BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,0
82328,https://lms.stasheasy.com/lead/customerInfo/82328/710333,27957,0,101,676,4,1,Y,Y,Akara Capital Advisors Private Limited,Standard Chartered Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,4
83118,https://lms.stasheasy.com/lead/customerInfo/83118/249002,29670,3,25,666,1,1,Y,Y,Stashfin DMI EMI Escrow Account,Standard Chartered Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,1,0,0,2
83134,https://lms.stasheasy.com/lead/customerInfo/83134/194274,30000,1,21,681,2,0,Y,Y,Akara Capital Advisors Private Limited,"ICICI BANK,ICICI Bank Ltd",ACCEPTED,0,DCB,0,0,0,0,0,0,2
83165,https://lms.stasheasy.com/lead/customerInfo/83165/611959,90000,8,12,713,0,0,Y,Y,Akara Capital Advisors Private Limited,ALLAHABAD BANK,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,4
83240,https://lms.stasheasy.com/lead/customerInfo/83240/163450,20000,6,12,715,0,0,Y,Y,Akara Capital Advisors Private Limited,DENA BANK,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,7
83572,https://lms.stasheasy.com/lead/customerInfo/83572/415706,50000,3,18,759,1,0,Y,Y,"Akara Capital Advisors Private Limited,DMISTASH,Stashfin DMI EMI Escrow Account","CBI-Central Bank of India,Central Bank of India",ACCEPTED,0,DCB,0,0,0,0,0,0,5
83996,https://lms.stasheasy.com/lead/customerInfo/83996/685880,55914,2,29,652,1,1,Y,Y,Akara Capital Advisors Private Limited,HDFC  BANK,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
84237,https://lms.stasheasy.com/lead/customerInfo/84237/700556,24462,4,23,663,0,1,Y,Y,Akara Capital Advisors Private Limited,"UTI-Axis Bank, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,7
84401,https://lms.stasheasy.com/lead/customerInfo/84401/288819,26087,2,16,748,1,1,Y,N,Akara Capital Advisors Private Limited,"ICI-ICICI Bank, India",ACCEPTED,0,DCB,0,0,0,1,0,0,0
84965,https://lms.stasheasy.com/lead/customerInfo/84965/563405,44132,3,10,677,0,1,Y,N,Akara Capital Advisors Private Limited,HDFC Bank,ACCEPTED,0,DCB,0,0,0,1,0,0,0
86700,https://lms.stasheasy.com/lead/customerInfo/86700/709796,13978,6,18,635,0,1,Y,Y,Stashfin DMI EMI Escrow Account,State Bank of India,REJECTED,0,"DCB,MATCHMOVE FEDERAL",0,2,0,2,0,1,8
86757,https://lms.stasheasy.com/lead/customerInfo/86757/251529,72264,0,65,688,0,2,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","ICI-ICICI Bank,ICI-ICICI Bank, India,ICICI BANK,ICICI Bank Ltd",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
87255,https://lms.stasheasy.com/lead/customerInfo/87255/325746,11613,6,7,498,0,1,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","IND-IndusInd Bank,INDUSIND BANK",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,0
87711,https://lms.stasheasy.com/lead/customerInfo/87711/696538,31751,2,25,773,0,1,Y,Y,Akara Capital Advisors Private Limited,INDUSIND BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,0
88136,https://lms.stasheasy.com/lead/customerInfo/88136/585847,27876,8,15,679,0,1,Y,Y,Akara Capital Advisors Private Limited,"ICI-ICICI Bank, India",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,4,0,0,6
88200,https://lms.stasheasy.com/lead/customerInfo/88200/135842,1037,2,6,780,0,0,Y,Y,Akara Capital Advisors Private Limited,YES BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,1
90218,https://lms.stasheasy.com/lead/customerInfo/90218/447115,13989,1,6,626,0,2,Y,Y,Akara Capital Advisors Private Limited,HDFC Bank Ltd,ACCEPTED,0,DCB,0,0,0,0,0,0,10
90379,https://lms.stasheasy.com/lead/customerInfo/90379/176470,50000,3,12,689,0,1,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
90766,https://lms.stasheasy.com/lead/customerInfo/90766/440812,21902,2,15,614,0,1,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank,ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,1
90960,https://lms.stasheasy.com/lead/customerInfo/90960/187982,2000,0,7,719,0,0,Y,Y,,,,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
91240,https://lms.stasheasy.com/lead/customerInfo/91240/492414,11000,1,24,721,1,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
91593,https://lms.stasheasy.com/lead/customerInfo/91593/526115,11500,8,20,746,2,0,Y,Y,Akara Capital Advisors Private Limited,"UBI-Union Bank of India,UNION BANK",ACCEPTED,0,DCB,0,0,0,0,0,0,0
92509,https://lms.stasheasy.com/lead/customerInfo/92509/753773,1000,2,43,694,2,1,Y,Y,Akara Capital Advisors Private Limited,"SBI-State Bank of India,STATE BANK OF INDIA",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,1,0,0,0,0,15
93242,https://lms.stasheasy.com/lead/customerInfo/93242/709235,13978,0,12,676,0,2,Y,Y,Akara Capital Advisors Private Limited,"KKB-KOTAK MAHINDRA BANK,Kotak Mahindra Bank",ACCEPTED,0,DCB,0,0,0,0,0,0,3
94620,https://lms.stasheasy.com/lead/customerInfo/94620/614610,18817,3,21,679,1,1,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank,ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,4,0
95160,https://lms.stasheasy.com/lead/customerInfo/95160/290556,16304,0,60,704,0,1,Y,Y,Stashfin DMI EMI Escrow Account,State Bank of India,REJECTED,0,DCB,0,0,0,0,0,0,1
95818,https://lms.stasheasy.com/lead/customerInfo/95818/393139,14130,2,17,-1,0,1,Y,Y,Akara Capital Advisors Private Limited,VIJAYA BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,4
96433,https://lms.stasheasy.com/lead/customerInfo/96433/709920,42600,4,13,666,1,2,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","CIT-Citibank,CITI BANK",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,1,0,0,1
96694,https://lms.stasheasy.com/lead/customerInfo/96694/303757,62000,5,9,722,1,0,Y,Y,Akara Capital Advisors Private Limited,HDFC Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
96796,https://lms.stasheasy.com/lead/customerInfo/96796/515414,11562,1,12,717,0,1,Y,Y,Akara Capital Advisors Private Limited,"SYN-Syndicate Bank, India",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,1,0,0,0
96981,https://lms.stasheasy.com/lead/customerInfo/96981/698511,48925,1,19,684,0,1,Y,Y,Akara Capital Advisors Private Limited,"ICI-ICICI Bank, India,ICICI Bank Ltd",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,6
99394,https://lms.stasheasy.com/lead/customerInfo/99394/582450,30789,1,62,654,2,1,Y,Y,Akara Capital Advisors Private Limited,SBI-State Bank of India,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,2
99787,https://lms.stasheasy.com/lead/customerInfo/99787/216752,10000,0,10,1,0,0,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,7
100070,https://lms.stasheasy.com/lead/customerInfo/100070/394311,8000,4,30,499,2,0,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","SCB-STANDARD CHARTERED BANK,Standard Chartered Bank Ltd",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,17
100082,https://lms.stasheasy.com/lead/customerInfo/100082/731277,8000,2,39,-1,2,0,Y,Y,Akara Capital Advisors Private Limited,Standard Chartered Bank,REJECTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,2
100145,https://lms.stasheasy.com/lead/customerInfo/100145/154201,14000,0,39,666,0,0,Y,Y,,,,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
104538,https://lms.stasheasy.com/lead/customerInfo/104538/329760,32258,6,15,590,0,1,Y,Y,Akara Capital Advisors Private Limited,"Indusind Bank,IndusInd Bank, India",ACCEPTED,0,DCB,0,0,0,0,0,0,4
104829,https://lms.stasheasy.com/lead/customerInfo/104829/290407,1000,2,9,675,0,0,Y,Y,Akara Capital Advisors Private Limited,"ICI-ICICI Bank, India",ACCEPTED,0,DCB,0,0,0,0,0,0,3
105212,https://lms.stasheasy.com/lead/customerInfo/105212/667814,100000,2,15,664,1,0,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","ICI-ICICI BANK,KKB-Kotak Mahindra Bank",ACCEPTED,0,DCB,0,0,0,0,0,0,4
105889,https://lms.stasheasy.com/lead/customerInfo/105889/290573,13848,5,12,727,0,1,Y,Y,Akara Capital Advisors Private Limited,BKI-BANK OF INDIA,ACCEPTED,0,DCB,0,0,0,0,0,0,1
106199,https://lms.stasheasy.com/lead/customerInfo/106199/169101,500,0,17,-1,0,0,Y,Y,Akara Capital Advisors Private Limited,HDFC Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
106274,https://lms.stasheasy.com/lead/customerInfo/106274/698573,19081,1,12,726,0,2,Y,Y,Akara Capital Advisors Private Limited,KOTAK MAHINDRA BANK,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
106338,https://lms.stasheasy.com/lead/customerInfo/106338/252454,20000,2,15,707,0,0,Y,Y,Akara Capital Advisors Private Limited,PUN-PUNJAB NATIONAL BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,3
106344,https://lms.stasheasy.com/lead/customerInfo/106344/291627,21649,2,21,666,0,1,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,4
106353,https://lms.stasheasy.com/lead/customerInfo/106353/291756,20500,7,38,745,1,0,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","ICI-ICICI Bank,ICICI Bank",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,3,0,0,0,0,1
106366,https://lms.stasheasy.com/lead/customerInfo/106366/426424,29000,9,21,596,1,0,Y,Y,Akara Capital Advisors Private Limited,"SBI-State Bank of India,STATE BANK OF INDIA",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,17
106404,https://lms.stasheasy.com/lead/customerInfo/106404/554869,50000,6,20,729,1,1,Y,Y,Akara Capital Advisors Private Limited,"ICI-ICICI Bank,ICICI Bank Ltd",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,1,6
106474,https://lms.stasheasy.com/lead/customerInfo/106474/137889,29500,2,6,676,0,0,Y,Y,Akara Capital Advisors Private Limited,IDF-IDFC Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,1
106940,https://lms.stasheasy.com/lead/customerInfo/106940/463701,5500,2,17,676,0,0,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","YES BANK,YES-Yes Bank",REJECTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
107463,https://lms.stasheasy.com/lead/customerInfo/107463/186719,15000,1,7,667,0,0,Y,Y,Akara Capital Advisors Private Limited,"KKB-KOTAK MAHINDRA BANK,Kotak Mahindra Bank",REJECTED,0,DCB,0,0,0,0,0,0,0
108084,https://lms.stasheasy.com/lead/customerInfo/108084/521823,49500,3,24,622,2,1,Y,Y,"Akara Capital Advisors Private Limited,EQX ANALYTICS PRIVATE LIMITED","PUN-Punjab National Bank,PUNJAB NATIONAL BANK",ACCEPTED,0,DCB,0,0,0,0,0,0,0
110014,https://lms.stasheasy.com/lead/customerInfo/110014/157625,61500,0,7,712,0,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
110117,https://lms.stasheasy.com/lead/customerInfo/110117/647030,100000,8,20,702,1,1,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","KAR-Karnataka Bank,KARNATAKA BANK,Karnataka Bank Ltd",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,5
112470,https://lms.stasheasy.com/lead/customerInfo/112470/151485,73357,3,6,515,0,0,Y,Y,Akara Capital Advisors Private Limited,HDFC Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,1,0,1,0
112777,https://lms.stasheasy.com/lead/customerInfo/112777/703986,67097,1,12,707,1,1,Y,Y,Akara Capital Advisors Private Limited,YES-Yes Bank,ACCEPTED,0,DCB,0,0,0,0,0,1,3
113537,https://lms.stasheasy.com/lead/customerInfo/113537/155891,64275,2,12,638,0,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,1
113663,https://lms.stasheasy.com/lead/customerInfo/113663/162724,52301,9,18,577,0,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
114803,https://lms.stasheasy.com/lead/customerInfo/114803/254846,16304,3,15,669,0,1,Y,Y,Stashfin DMI EMI Escrow Account,ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,1
115261,https://lms.stasheasy.com/lead/customerInfo/115261/267154,10500,3,6,-1,0,0,Y,Y,Akara Capital Advisors Private Limited,"PUN-PNB,Punjab National Bank",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,5
115583,https://lms.stasheasy.com/lead/customerInfo/115583/294700,13043,3,12,676,0,1,Y,Y,Akara Capital Advisors Private Limited,"KKB-KOTAK MAHINDRA BANK,Kotak Mahindra Bank",ACCEPTED,0,DCB,0,0,0,0,0,0,5
115915,https://lms.stasheasy.com/lead/customerInfo/115915/715228,13000,3,53,730,2,1,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
115971,https://lms.stasheasy.com/lead/customerInfo/115971/165831,500,5,12,676,0,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
116230,https://lms.stasheasy.com/lead/customerInfo/116230/503804,250000,4,14,671,1,1,Y,Y,"Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","KOTAK MAHINDRA BANK,ORIENTAL BANK OF COMMERCE",ACCEPTED,0,DCB,0,0,0,0,0,0,3
116347,https://lms.stasheasy.com/lead/customerInfo/116347/407787,150000,4,23,584,0,0,Y,Y,Stashfin DMI EMI Escrow Account,ICICI Bank,ACCEPTED,0,DCB,0,0,0,1,0,2,5
116775,https://lms.stasheasy.com/lead/customerInfo/116775/395898,30000,4,25,629,3,1,Y,Y,"Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","HDFC BANK,HDFC Bank Ltd",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,4
116854,https://lms.stasheasy.com/lead/customerInfo/116854/527268,1500,1,45,599,0,0,Y,Y,Akara Capital Advisors Private Limited,"Axis Bank, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,6
118596,https://lms.stasheasy.com/lead/customerInfo/118596/326334,22581,1,9,627,0,1,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India,HDFC Bank Ltd",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,2
119062,https://lms.stasheasy.com/lead/customerInfo/119062/247145,20000,2,11,694,1,0,Y,Y,Akara Capital Advisors Private Limited,Standard Chartered Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
119162,https://lms.stasheasy.com/lead/customerInfo/119162/599694,54737,1,11,619,1,1,Y,Y,Akara Capital Advisors Private Limited,"ALL-Allahabad Bank, India",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,0
119844,https://lms.stasheasy.com/lead/customerInfo/119844/345913,104500,3,35,691,1,0,Y,Y,Akara Capital Advisors Private Limited,"KKB-Kotak Mahindra  Ing Vysya Bank, India",REJECTED,0,DCB,0,0,0,0,0,0,9
120016,https://lms.stasheasy.com/lead/customerInfo/120016/566565,99500,1,32,700,1,0,Y,Y,"EQX ANALYTICS PRIVATE LIMITED,Stashfin DMI EMI Escrow Account","ICIC,ICICI BANK",ACCEPTED,0,DCB,0,0,0,0,0,1,8
121133,https://lms.stasheasy.com/lead/customerInfo/121133/442353,19783,0,8,631,0,1,Y,Y,Akara Capital Advisors Private Limited,SBI-State Bank of India,REJECTED,0,DCB,0,0,0,0,0,0,1
121556,https://lms.stasheasy.com/lead/customerInfo/121556/662435,50000,2,18,660,1,1,Y,Y,Akara Capital Advisors Private Limited,"ICI-ICICI Bank,ICI-ICICI Bank, India",ACCEPTED,0,DCB,0,0,0,0,0,0,8
121740,https://lms.stasheasy.com/lead/customerInfo/121740/179520,1500,3,6,2,0,0,Y,Y,Akara Capital Advisors Private Limited,"SBI-State Bank of India,STATE BANK OF INDIA",ACCEPTED,0,DCB,0,0,0,0,0,0,0
122186,https://lms.stasheasy.com/lead/customerInfo/122186/436772,1000,3,39,715,0,0,Y,Y,Akara Capital Advisors Private Limited,BKI-BOI,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
123277,https://lms.stasheasy.com/lead/customerInfo/123277/154672,26000,0,10,672,0,0,Y,Y,Akara Capital Advisors Private Limited,UBI-UNION BANK OF INDIA,ACCEPTED,0,DCB,0,0,0,0,0,0,2
123316,https://lms.stasheasy.com/lead/customerInfo/123316/325827,18065,3,19,578,0,1,Y,Y,Akara Capital Advisors Private Limited,"ICICI Bank, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
123763,https://lms.stasheasy.com/lead/customerInfo/123763/157765,15000,3,15,655,0,0,Y,Y,Akara Capital Advisors Private Limited,"ICICI BANK,ICICI Bank Ltd",ACCEPTED,0,DCB,0,0,0,0,0,0,2
